YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS
2010,3,16,5.81,7.57,373.72,20.76,15.98,18.37,13.61,76.12,0.04,83.86
2010,3,17,5.72,7.42,375.03,20.16,16.71,18.44,14.22,81.94,0.63,83.84
2010,3,18,4.98,7.57,378.35,19.76,16.46,18.11,13.98,82.38,2.46,83.93
2010,3,19,5.61,7.7,368.23,19.5,16.35,17.92,13.92,83.5,4.28,83.91
2010,3,20,5.02,7.68,375.55,19.67,16.25,17.96,13.85,82.44,2.16,83.9
2010,3,21,5.3,7.74,372.09,20.31,15.98,18.15,13.61,79.38,0.22,83.87
2010,3,22,6.19,7.69,379.21,20.68,16.02,18.35,13.67,77.88,3.77,83.73
2010,3,23,4.23,7.23,384.21,20.95,16.71,18.83,14.28,78.88,9.38,83.63
2010,3,24,2.59,7.59,378.03,18.71,16.85,17.78,14.4,89.38,18.31,83.73
2010,3,25,4.4,7.57,377.84,19.16,15.57,17.37,13.24,80.31,2.82,83.88
2010,3,26,5.18,7.57,371.16,20.76,16.62,18.69,14.16,79.19,3.9,83.87
2010,3,27,4.37,7.5,383.36,18.52,16.47,17.49,13.98,88.5,10.41,83.9
2010,3,28,3.26,7.49,378.87,19.14,16.51,17.83,14.04,86.12,23.29,83.96
2010,3,29,5.47,7.49,372.38,19.77,16.33,18.05,13.85,82.62,4.03,84.05
2010,3,30,4.53,7.59,381.58,19.86,16.23,18.05,13.79,81.5,1.47,84.02
2010,3,31,5.78,7.61,374.02,19.78,16.61,18.19,14.16,83.62,1.75,83.92
2010,4,1,4.4,7.52,370.47,19.38,16.15,17.76,13.73,82.56,13.82,83.88
2010,4,2,4.39,7.54,370.34,18.93,16.51,17.73,14.1,86.69,31.52,83.83
2010,4,3,3.72,7.45,379.08,18.74,16.8,17.76,14.34,89.19,40.33,83.81
2010,4,4,4.36,7.41,376.24,19.4,17.28,18.34,14.77,88.31,23.6,83.81
2010,4,5,5.02,7.45,367.14,18.48,16.4,17.44,13.98,88,18.32,83.85
2010,4,6,5.69,7.48,366.54,18.69,16.72,17.7,14.28,88.81,9.29,83.8
2010,4,7,6.28,7.58,360.23,19.62,16.36,17.98,13.92,82.62,3.91,83.76
2010,4,8,4.73,7.49,369.87,18.74,16.81,17.77,14.34,89.19,12.01,83.85
2010,4,9,5.81,7.44,370.53,19.21,17,18.11,14.53,87.81,5.18,83.9
2010,4,10,4.34,7.47,372.59,19.48,16.73,18.11,14.28,85.06,4.81,83.8
2010,4,11,6.12,7.52,371.93,19.88,16.67,18.28,14.22,83.19,1.97,83.73
2010,4,12,6.19,7.43,368.07,20.25,17.05,18.65,14.59,83,5.97,83.81
2010,4,13,5.73,7.31,366.72,19.46,17.18,18.32,14.65,87.69,3.45,83.86
2010,4,14,5.59,7.37,376.27,19.2,16.91,18.06,14.4,87.12,9.47,83.87
2010,4,15,3.14,7.26,382.2,19.45,17.12,18.29,14.59,87.44,12.37,83.94
2010,4,16,5.79,7.24,380.78,19.52,16.71,18.12,14.22,85.06,0.8,83.98
2010,4,17,5.58,7.28,380.91,19.51,16.59,18.05,14.1,84.44,1.28,83.95
2010,4,18,4.33,7.35,377.57,19.62,16.81,18.22,14.34,85.25,2.12,83.97
2010,4,19,5.08,7.24,376,20,16.38,18.19,13.92,80.88,0.36,83.99
2010,4,20,5.6,7.34,373.64,20.2,17.12,18.66,14.59,83.38,0.56,83.97
2010,4,21,4.74,7.32,370.74,20.44,17.22,18.83,14.71,83.06,7.07,83.87
2010,4,22,6.1,7.28,372.65,20.06,16.82,18.44,14.34,83.12,3.31,83.91
2010,4,23,5.89,7.25,374.91,19.94,17.06,18.51,14.53,84.69,2.86,84
2010,4,24,4.42,7.1,373.88,19.71,16.82,18.26,14.28,84.19,5.19,84.01
2010,4,25,5.13,7.22,373.16,20.12,17.11,18.62,14.59,84,10.24,83.88
2010,4,26,4.88,7.2,376.08,19.65,16.75,18.19,14.28,84.44,2.74,83.89
2010,4,27,4.73,7.11,380.42,19.75,16.82,18.29,14.34,83.94,4.85,83.94
2010,4,28,4.94,7.1,384.97,19.43,16.63,18.03,14.16,85,2.76,83.93
2010,4,29,4.03,7.1,378.16,19.93,17.48,18.7,14.95,86.81,8.46,83.83
2010,4,30,4.35,7.03,378.33,19.33,17.49,18.4,14.95,89.69,6.57,83.8
2010,5,1,4.29,7,373.34,19.61,17.62,18.62,15.08,89,4.15,83.81
2010,5,2,2.58,6.97,375.93,18.79,17.15,17.97,14.65,90.44,9.34,83.91
2010,5,3,5.08,6.94,368.26,18.84,17.01,17.93,14.53,89.56,2.32,83.85
2010,5,4,4.97,7.02,367.89,19.39,16.82,18.1,14.34,86.25,1.06,83.81
2010,5,5,4.86,7.04,368.77,18.71,16.75,17.73,14.28,88.94,0.98,83.87
2010,5,6,4.02,7.05,370.71,19.73,16.9,18.31,14.4,84.88,1.92,83.86
2010,5,7,4.99,7.03,373.26,19.04,16.39,17.71,13.92,85.56,2.99,83.88
2010,5,8,5.08,7.09,374.34,19.19,15.65,17.43,13.31,81.25,4.09,83.89
2010,5,9,4.24,7.06,377.89,19.32,15.94,17.63,13.55,81.94,2.75,83.91
2010,5,10,4.58,6.87,377.65,19.62,16.97,18.3,14.47,85.56,3.86,83.88
2010,5,11,3.57,6.82,380.09,18.86,16.33,17.6,13.92,85.75,8.45,84.01
2010,5,12,4.51,6.88,376.8,19.85,16.58,18.22,14.1,83.06,4.18,84.02
2010,5,13,3.83,6.79,386.29,19.07,16.73,17.9,14.22,87,2.47,84.04
2010,5,14,3.85,6.82,389.2,19.06,16.8,17.93,14.28,87.5,6.78,83.98
2010,5,15,4.66,6.82,376.61,18.15,16.3,17.23,13.85,89.25,10.82,84
2010,5,16,3.39,6.71,383.93,18.67,16.32,17.49,13.85,87.06,11,84
2010,5,17,4.86,6.72,379.16,18.26,15.36,16.81,13,83.88,2.08,83.99
2010,5,18,5.41,6.8,380.73,18.76,14.83,16.79,12.63,79.19,1.63,83.95
2010,5,19,4.98,6.75,374.97,18.95,15.11,17.03,12.82,79.5,2.86,83.93
2010,5,20,4.78,6.71,373.14,19.16,15.72,17.44,13.37,81.31,2.71,83.93
2010,5,21,6.33,6.88,357.38,19.37,15.19,17.29,12.94,77.88,0.27,83.91
2010,5,22,6.28,6.99,356.59,19.3,15.42,17.37,13.12,79.62,0.5,83.96
2010,5,23,5.11,6.82,367.81,19.87,16.64,18.25,14.16,82.5,4.04,83.92
2010,5,24,5.7,6.77,367.31,19.81,16.92,18.37,14.4,84.25,4.14,83.89
2010,5,25,4.4,6.75,379.19,19.82,16.65,18.23,14.16,83.12,5.36,83.88
2010,5,26,5.82,6.7,368.55,19.45,16.41,17.93,13.98,83.31,14.17,83.88
2010,5,27,5.89,6.75,354.02,18.85,13.48,16.17,11.6,72.25,0.27,83.94
2010,5,28,5.85,6.73,358.46,19.53,14.27,16.9,12.27,72.44,0.1,84.02
2010,5,29,5.05,6.71,372.05,19.51,16.14,17.83,13.73,81.81,5.14,83.98
2010,5,30,6,6.82,356.44,19.32,14.64,16.98,12.45,75.62,1.25,84
2010,5,31,6.18,6.81,353.98,19.03,13.91,16.48,11.9,73.31,0.01,84.01
2010,6,1,4.93,6.57,374.06,19.27,15.43,17.35,13.06,79.62,0.11,84.04
2010,6,2,4.22,6.49,379.92,19.19,15.3,17.25,12.94,79.31,0.41,84.11
2010,6,3,3.99,6.28,373.64,18.74,15.55,17.14,13.18,82.81,0.31,84.1
2010,6,4,4.26,6.29,380.03,18.6,15.72,17.16,13.31,84.19,0.4,84.17
2010,6,5,4.33,6.17,385.03,19.02,16.44,17.73,13.92,86,5.79,84.16
2010,6,6,4.39,6.23,374.24,18.52,16.56,17.55,14.04,88.94,6.81,84.14
2010,6,7,4.25,6.37,377.95,18.9,15.62,17.26,13.24,82.25,0.81,84.12
2010,6,8,5.66,6.56,360.4,18.28,14.96,16.62,12.7,81.88,0.37,84.17
2010,6,9,5.16,6.66,355.98,19.11,14.65,16.88,12.45,76.75,1.45,84.14
2010,6,10,5.63,6.68,357.8,19.57,15.26,17.42,12.94,77.44,0.46,84.11
2010,6,11,5.29,6.62,368.73,19.48,15.18,17.33,12.88,77.62,0.38,84.08
2010,6,12,5.51,6.46,364.04,18.98,14.8,16.89,12.57,78.44,0.24,84.05
2010,6,13,5.04,6.18,366.88,19.21,14,16.61,11.9,73.38,0.03,84.1
2010,6,14,5.83,6.29,359.98,18.96,12.9,15.93,11.11,70,0.05,84.04
2010,6,15,5.42,6.11,369.36,19.43,13.26,16.34,11.35,69.31,2.83,84.05
2010,6,16,5.12,5.85,371.4,19.26,14.48,16.87,12.33,75.5,3.14,84
2010,6,17,3.98,5.8,376.61,18.49,14.85,16.67,12.57,80.88,2.59,84.02
2010,6,18,3.72,5.82,366.02,16.6,13.67,15.13,11.66,83.81,1.26,84.09
2010,6,19,4.41,6.02,369.73,17.74,13.9,15.82,11.84,79.5,0.74,84.07
2010,6,20,4.81,6.48,365.81,18.44,13.93,16.18,11.84,76.25,0,84.04
2010,6,21,5.31,6.57,358.71,18.43,14.01,16.23,11.96,77.19,0,83.99
2010,6,22,5.38,6.45,358.93,18.6,13.85,16.23,11.84,76.12,0,83.96
2010,6,23,5.81,6.44,354.3,17.86,12.94,15.4,11.11,75.56,0,83.95
2010,6,24,6.04,6.43,352.64,17.5,12.68,15.09,10.99,75.38,0,83.99
2010,6,25,4.59,6.48,361.42,17.91,12.98,15.44,11.17,74.81,0.01,84.01
2010,6,26,6,6.51,353.14,18.48,13.23,15.86,11.35,73.69,0.01,83.95
2010,6,27,4.44,6.3,378.51,18.9,13.71,16.3,11.72,73.56,0.13,83.97
2010,6,28,4.58,5.98,375.85,18.78,14.01,16.4,11.9,75.25,0.02,84.05
2010,6,29,4.2,6.08,375.76,18.3,13.02,15.66,11.17,72.94,0.02,84.12
2010,6,30,5.22,6.36,359.39,18.47,12.98,15.73,11.17,72.31,0.09,84.12
2010,7,1,6.03,6.46,345.43,17.93,11.75,14.83,10.31,70,0.04,84.08
2010,7,2,5.51,6.59,358.47,18.11,13.01,15.56,11.23,73.94,0.08,84.01
2010,7,3,6.33,6.61,353.69,18.26,13.12,15.69,11.29,74.12,0.03,84.01
2010,7,4,6.12,6.53,349.15,17.48,11.81,14.65,10.31,72.5,0.01,84.05
2010,7,5,6.18,6.47,335.17,17.2,11.17,14.19,9.89,70.56,0,84.05
2010,7,6,6.31,6.44,332.91,18.11,11.16,14.64,9.95,65.94,0,83.97
2010,7,7,5.95,6.39,354.55,18.35,12.57,15.46,10.86,71.19,0,83.96
2010,7,8,5.22,6.24,356.66,17.69,12.08,14.88,10.5,72.25,0,84.04
2010,7,9,5.65,6.3,354.45,17.91,11.51,14.71,10.13,68.69,0,83.98
2010,7,10,4.73,6.02,371.41,18.89,11.54,15.21,10.13,64.31,0,83.93
2010,7,11,4.98,6.01,371.07,19.45,13.05,16.25,11.23,68.62,0,83.94
2010,7,12,5.28,6.13,370.87,19.51,13.36,16.44,11.41,70.56,0,83.95
2010,7,13,5.12,6.23,368.22,19.24,13.86,16.55,11.84,73.56,0,83.92
2010,7,14,5.6,6.33,364.52,19.16,13.69,16.43,11.72,73.12,0,83.85
2010,7,15,4.99,6.3,361.92,18.9,12.89,15.9,11.11,70.69,0.09,83.88
2010,7,16,5.75,6.51,353.88,18.96,11.45,15.2,10.07,64.38,0.02,83.99
2010,7,17,5.71,6.59,355.5,19.2,10.97,15.08,9.77,61.94,0.03,84.04
2010,7,18,5.66,6.59,349.65,18.58,11.8,15.19,10.31,67.44,0.09,84.15
2010,7,19,5.82,6.62,354.72,18.35,12.28,15.31,10.68,70.5,0.1,84.11
2010,7,20,5.72,6.41,350.38,18.73,12.57,15.65,10.86,70.19,0.13,84.07
2010,7,21,4.14,6.26,374.09,18.68,13.33,16.01,11.41,72.81,1.02,84.04
2010,7,22,3.47,6.19,386.07,18.01,13.07,15.55,11.23,75.06,0.1,84.07
2010,7,23,3.99,6,375.41,18.34,12.94,15.64,11.11,73.44,0.01,84.08
2010,7,24,4.82,5.83,369.74,18.88,12.93,15.9,11.11,70.31,0.14,84.05
2010,7,25,3.66,6.01,377.29,18.31,12.29,15.3,10.68,69.81,0.21,84.04
2010,7,26,3.48,6.16,368.59,18.15,13.02,15.58,11.17,73.81,0.48,84.08
2010,7,27,4.36,6.28,353.53,19.24,12.44,15.84,10.74,66.94,0.01,84.09
2010,7,28,4.6,6.28,372.95,19.93,11.62,15.77,10.19,61.06,0.02,84.11
2010,7,29,4.69,6.15,379.13,19.72,12.36,16.04,10.74,65.62,0.04,84
2010,7,30,5,6.13,371.8,20.5,12.57,16.54,10.86,62.44,0.02,83.93
2010,7,31,5.34,6.16,363.38,20.63,12.37,16.5,10.74,61.56,0.06,83.91
2010,8,1,5.24,6.34,364.38,19.62,11.2,15.41,9.95,61.62,0.04,83.96
2010,8,2,5.27,6.41,367.85,18.83,11.82,15.33,10.38,66.44,0.03,84.03
2010,8,3,6.22,6.87,353.27,19.68,12.8,16.23,11.05,67.38,0.06,84.02
2010,8,4,5.81,6.91,360.34,20.17,12.25,16.21,10.68,63.5,0.02,83.96
2010,8,5,6.61,7.04,348.02,19.92,11.81,15.87,10.38,62.62,0,83.97
2010,8,6,6,6.8,361.91,21.15,12.58,16.87,10.93,60.06,0.05,84
2010,8,7,5.62,6.8,362.98,20.8,13.44,17.12,11.54,65.38,0.01,84.01
2010,8,8,6,6.84,366.3,20.6,12.79,16.69,11.05,64.19,0.06,83.95
2010,8,9,4.52,6.35,386.17,21.1,12.77,16.94,11.05,62.06,0.93,83.91
2010,8,10,3.95,6.43,390.75,20.59,13.17,16.88,11.35,65.19,0.73,83.99
2010,8,11,4.09,6.52,375.31,19.33,12.65,15.99,10.93,68,0.41,84.11
2010,8,12,5.77,6.65,351.88,18.83,10.58,14.71,9.58,62,0.02,84.09
2010,8,13,5.63,6.97,372.87,18.48,11.95,15.22,10.44,68,0.42,84.12
2010,8,14,5.91,7.02,367.79,19.58,11.61,15.59,10.19,63.25,0.01,84.07
2010,8,15,6.06,6.9,359.27,20.31,11.98,16.15,10.5,62.62,0.01,84.03
2010,8,16,5.93,6.97,367.85,19.71,10.2,14.96,9.34,59,0,84.05
2010,8,17,5.64,6.78,341.5,19.19,6.42,12.81,7.26,47.94,0,84.05
2010,8,18,6.24,6.58,332.41,19.11,6.57,12.84,7.32,48.25,0.01,83.91
2010,8,19,6.75,6.97,331.98,18.83,6.55,12.69,7.32,50.19,0.03,83.89
2010,8,20,6.65,6.96,336.98,19.55,6.68,13.11,7.39,48.31,0,84
2010,8,21,5.79,6.56,355.41,20.9,8.1,14.5,8.12,48.62,0.02,83.96
2010,8,22,5.21,6.07,365.38,20.3,12.06,16.18,10.56,63.56,0.32,83.9
2010,8,23,5.21,5.93,373.86,21.01,12.22,16.62,10.68,62.25,0.25,83.86
2010,8,24,5.6,6.19,358.96,21.68,10.77,16.23,9.77,54.81,0,83.94
2010,8,25,4.09,6.03,383.63,21.65,10.83,16.24,9.83,54.5,0.13,83.97
2010,8,26,4.61,6.17,382.29,20.98,12.23,16.6,10.74,60.44,0.29,83.93
2010,8,27,4.18,5.93,368.82,21.2,12.26,16.73,10.74,59.81,0.05,83.84
2010,8,28,4.94,6.38,377.44,21.43,12.35,16.89,10.8,60.12,0.04,83.82
2010,8,29,2.34,6.5,383.75,19.91,14.1,17.01,12.02,71.69,2.54,83.93
2010,8,30,3.95,6.81,380.3,20.5,13.94,17.22,11.9,69.25,2.76,83.92
2010,8,31,4.66,7.04,388.65,21.32,12.45,16.88,10.8,60.12,1.41,83.85
2010,9,1,2,7.02,397.14,20.51,12.4,16.46,10.8,62.12,2.62,83.94
2010,9,2,4.71,7.01,385.38,21.52,13.01,17.26,11.29,61.56,1.03,83.96
2010,9,3,3.87,7.15,393.67,21.18,14.39,17.79,12.33,68.25,1.17,83.95
2010,9,4,4.21,7.25,396.85,21.55,14.37,17.95,12.27,67.75,0.94,83.85
2010,9,5,4.9,7.01,378.38,21.79,14.87,18.33,12.7,68.06,1.58,83.9
2010,9,6,4.33,7.23,379.17,21.27,14.93,18.1,12.7,69.62,2.01,83.94
2010,9,7,4.15,7.2,372.81,20.43,13.94,17.19,11.9,69.38,2.28,83.94
2010,9,8,6.3,7.3,375.13,21.29,14.04,17.66,12.02,66.62,2.66,83.95
2010,9,9,4.48,7.17,372.77,21.65,14.8,18.23,12.63,67.81,5,83.97
2010,9,10,4.76,7.21,377.76,20.94,15.24,18.09,13,72.56,4.57,83.85
2010,9,11,4.46,6.96,372.48,19.96,14.89,17.43,12.7,75.25,4.8,83.87
2010,9,12,3.43,6.97,364.62,18.55,13.98,16.26,11.9,76.12,3.63,83.94
2010,9,13,5.39,7.22,355.95,20.09,12.37,16.23,10.74,64.81,0.17,83.88
2010,9,14,6.07,7.4,351.18,19.76,12.19,15.97,10.68,65.25,1.13,83.85
2010,9,15,4.87,7.2,370.17,19.36,13.84,16.6,11.84,72.81,13.11,83.89
2010,9,16,4.27,7.29,361.7,19.9,14.44,17.17,12.33,73.44,4.67,83.9
2010,9,17,6.59,7.5,359.05,20.15,14.42,17.29,12.27,72.06,2.25,83.94
2010,9,18,4.46,7.53,372.16,19.78,14.48,17.13,12.33,73.38,1.8,83.9
2010,9,19,5.2,7.44,375.71,19.3,14.62,16.97,12.45,76.31,4.1,83.79
2010,9,20,4.79,7.31,371.2,19.38,15.05,17.22,12.82,78.38,3.1,83.78
2010,9,21,4.76,7.37,370.52,19.89,14.69,17.29,12.51,75.25,2.7,83.78
2010,9,22,5.19,7.44,374.82,19.68,14.75,17.21,12.57,75.5,4.21,83.8
2010,9,23,5.35,7.38,365.12,20.42,13.55,16.98,11.66,68.19,0.2,83.83
2010,9,24,6.92,7.61,340.86,19.53,9.51,14.51,8.91,56.06,0,83.91
2010,9,25,6.94,7.43,337.6,19.54,9.58,14.56,8.97,55.94,0,83.91
2010,9,26,6.74,7.46,357.31,20.48,12.12,16.3,10.62,62.25,0.03,83.9
2010,9,27,5.17,7.35,368.51,21.08,13.24,17.16,11.41,65.56,0.29,83.89
2010,9,28,6.02,7.58,354.44,21.08,13.71,17.39,11.78,66.88,3.5,83.79
2010,9,29,5.7,7.69,362.29,20.98,11.87,16.43,10.5,60.69,0.09,83.76
2010,9,30,7.38,7.72,339.52,20.39,11.33,15.87,10.07,59.88,0.04,83.82
2010,10,1,7.33,7.82,339.55,20.3,10.43,15.37,9.52,57.88,0.15,83.77
2010,10,2,7.01,7.7,356.35,21.58,11.19,16.38,10.01,56.12,0.14,83.74
2010,10,3,6.08,7.67,366.83,22.41,12.69,17.55,11.11,59.56,0.66,83.75
2010,10,4,4.8,7.64,390.07,21.94,14.06,18,12.02,65.06,2.95,83.81
2010,10,5,3.5,7.42,388.52,21.87,14.55,18.21,12.45,66.88,2.23,83.84
2010,10,6,5.2,7.2,378.34,20.89,14.43,17.65,12.33,69.44,5.87,83.87
2010,10,7,4.65,7.18,371.31,20.92,13.28,17.1,11.47,66.31,1.42,83.98
2010,10,8,5.59,7.27,368.72,21.2,14.21,17.71,12.15,67.44,0.01,83.96
2010,10,9,5.2,7.2,376.62,21.08,14.34,17.72,12.27,68.75,0.04,83.9
2010,10,10,5.66,7.1,369.61,21.23,15.08,18.16,12.88,70.88,0.14,83.83
2010,10,11,5.04,7.25,379.7,21.48,15.36,18.42,13.06,71.44,0.04,83.83
2010,10,12,2.94,7.3,384.24,20.46,14.86,17.66,12.63,73.38,0.08,83.88
2010,10,13,5.58,7.43,366.72,21.16,14.46,17.81,12.33,69.62,2.06,83.83
2010,10,14,4.03,7.32,372.89,21.05,14.82,17.94,12.63,70.81,1.07,83.76
2010,10,15,4.24,7.46,381.7,21.27,14.49,17.88,12.39,69.38,2.83,83.78
2010,10,16,3.62,7.47,377.51,19.73,14.93,17.33,12.7,76.12,2.76,83.85
2010,10,17,4.85,7.34,373.77,19.37,14.02,16.69,11.96,73.19,2.65,83.86
2010,10,18,4.94,7.3,372.16,19.45,13.57,16.51,11.66,71.12,1.49,83.8
2010,10,19,4.43,7.34,374.42,19.38,12.73,16.05,11.05,68.81,1.06,83.75
2010,10,20,4.28,7.28,385.03,19.99,13.98,16.98,11.96,71.38,1.25,83.8
2010,10,21,5.9,7.37,370.7,20,14.18,17.09,12.15,72.88,1.06,83.82
2010,10,22,3.32,7.45,374.67,20.05,14.56,17.3,12.45,74.06,3.28,83.72
2010,10,23,5.64,7.39,380.2,20.4,14.94,17.67,12.76,74.56,1.52,83.71
