YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_LW_DWN,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS
2010,2,16,6.31,6.5,402.53,28.97,22.4,25.69,17.03,70.12,0.09,100.39
2010,2,17,5.35,6.21,415.95,29.2,23.76,26.48,18.49,74.25,0.29,100.37
2010,2,18,5.82,6.28,416.67,29.18,24.35,26.76,19.1,76.75,0.52,100.5
2010,2,19,5.63,6.29,416.2,29.58,24.3,26.94,19.04,75.31,0.38,100.51
2010,2,20,5.35,6.38,417.59,29.26,24.73,27,19.53,78.06,4.94,100.39
2010,2,21,6,6.49,415.92,29.31,24.77,27.05,19.65,78,5.57,100.28
2010,2,22,5.35,6.59,422.09,29.25,24.65,26.94,19.47,77.69,5.63,100.24
2010,2,23,5.28,6.55,419.67,28.69,24.75,26.72,19.59,80.25,3.35,100.37
2010,2,24,5.81,6.64,416.05,28.77,24.69,26.73,19.53,79.69,3.14,100.34
2010,2,25,5.44,6.53,418.38,28.42,25.17,26.8,20.08,83.38,1.24,100.31
2010,2,26,5.06,6.55,420.69,29.15,24.6,26.87,19.47,78.31,1.61,100.31
2010,2,27,5.62,6.57,416.54,29.23,24.32,26.78,19.1,76.31,0.81,100.34
2010,2,28,5.42,6.15,415.98,29.33,24.48,26.91,19.29,76.88,1.03,100.38
2010,3,1,5.63,6.45,416.74,28.55,24.7,26.62,19.53,80.56,0.67,100.45
2010,3,2,5.5,6.47,420.32,28.96,24.2,26.58,18.92,77.06,1.61,100.5
2010,3,3,5.07,6.56,419,28.55,24.87,26.71,19.71,81.31,2.44,100.46
2010,3,4,5.18,6.18,421.71,28.26,24.89,26.58,19.71,82.62,1.97,100.42
2010,3,5,5.21,6.42,423.26,28.79,24.68,26.73,19.53,79.88,2.54,100.36
2010,3,6,5.33,6.43,421.23,28.55,24.79,26.67,19.65,80.88,2.65,100.34
2010,3,7,5.93,6.57,413.76,28.43,24.53,26.48,19.29,80.12,7.49,100.4
2010,3,8,5.08,6.54,417.63,28.53,24.62,26.57,19.41,80.44,8.61,100.4
2010,3,9,5.29,6.64,422.38,28.37,24.75,26.56,19.53,81.44,19.46,100.38
2010,3,10,3.26,6.47,419.68,27.28,24.26,25.77,18.98,84,7.88,100.41
2010,3,11,6.06,6.82,410.8,27.48,24.12,25.8,18.8,82.88,11.12,100.47
2010,3,12,4.99,6.74,417.79,27.99,24.55,26.26,19.29,82.5,6.07,100.46
2010,3,13,5.23,6.18,424.66,28.04,24.98,26.51,19.84,84.12,6.75,100.45
2010,3,14,4.09,6.3,424.51,27.04,24.97,26.01,19.78,88.62,12.57,100.47
2010,3,15,3.72,6.62,417.23,26.8,23.35,25.07,17.94,82,10.75,100.53
2010,3,16,5.09,6.77,415.72,27.4,23.8,25.61,18.43,81.31,2.17,100.5
2010,3,17,5.37,6.7,415.02,28.12,24.1,26.11,18.8,79.88,7.06,100.48
2010,3,18,5.11,6.91,421.02,27.62,24.97,26.29,19.78,85.88,4.52,100.52
2010,3,19,3.9,6.51,423.45,27.41,24.73,26.07,19.47,85.62,5.12,100.55
2010,3,20,4.38,5.93,423.23,27.63,23.98,25.8,18.62,81.19,6.21,100.54
2010,3,21,3.53,4.39,435.73,27.95,22.78,25.37,17.33,74,1.24,100.51
2010,3,22,4.04,4.3,433.88,28.42,23.48,25.94,18.13,75.12,0.14,100.33
2010,3,23,2.86,3.65,436.59,28.21,24.58,26.4,19.41,81.62,0.08,100.19
2010,3,24,3.05,3.87,438.59,27.72,25.03,26.37,19.96,85.75,0.55,100.16
2010,3,25,4.05,4.96,429.41,27.48,24.86,26.17,19.71,86,0.59,100.3
2010,3,26,4.51,4.73,425.49,28.23,24.47,26.35,19.23,80.94,0.65,100.44
2010,3,27,3.96,5.04,434.37,27.78,25.07,26.42,19.9,85.44,1.78,100.43
2010,3,28,4.64,5.52,432.05,27.9,24.66,26.28,19.47,83.19,0.74,100.44
2010,3,29,4.86,5.49,432.76,27.99,24.76,26.37,19.59,83.31,0.61,100.39
2010,3,30,3.73,5.04,435.51,28.08,25.03,26.55,19.9,84.06,0.97,100.37
2010,3,31,4.58,5.72,426.68,28.04,24.83,26.43,19.65,83.38,0.96,100.34
2010,4,1,5.31,5.89,422.49,27.69,25,26.35,19.9,85.69,3.14,100.29
2010,4,2,5.74,6.28,425.43,28.19,24.92,26.55,19.78,83.19,2.47,100.21
2010,4,3,4.88,5.92,425.77,27.73,25.41,26.57,20.39,87.56,3.85,100.24
2010,4,4,5.66,6.43,422.43,28.21,23.31,25.76,17.94,76,2.95,100.29
2010,4,5,5.68,6.65,419.19,28.66,24.72,26.69,19.53,80.19,2.97,100.31
2010,4,6,1.97,6.59,428.87,28.12,24.69,26.4,19.53,82.25,5.21,100.28
2010,4,7,6.73,6.89,411.02,27.98,24.59,26.28,19.41,82.5,3.42,100.15
2010,4,8,6.34,6.65,415.45,28.67,25.07,26.87,19.96,81.75,5.01,100.21
2010,4,9,4.71,6.42,428.05,28.23,25.06,26.65,19.96,83.56,5.76,100.32
2010,4,10,4.59,6.94,424.38,27.75,24.98,26.37,19.84,85.25,6.29,100.33
2010,4,11,5.72,6.51,420.55,28.47,24.33,26.4,19.1,79.44,0.33,100.18
2010,4,12,5.43,6.01,419.27,28.63,24.53,26.58,19.35,79.44,0.23,100.21
2010,4,13,5.98,6.41,418.86,28.57,24.81,26.69,19.65,80.88,0.28,100.26
2010,4,14,4.77,6.57,423.17,28.27,25.07,26.67,19.96,83.25,0.49,100.32
2010,4,15,4.55,6.14,423.87,28.3,24.84,26.57,19.65,82.12,0.32,100.34
2010,4,16,4.22,6.67,420.95,28.19,25.12,26.65,20.02,83.94,4.93,100.39
2010,4,17,5.62,6.95,421.69,29.37,23.87,26.62,18.55,73.75,1.04,100.34
2010,4,18,5.71,6.96,425.58,29.55,24.52,27.04,19.29,75.44,3.31,100.35
2010,4,19,6.14,6.95,422.88,28.83,25.59,27.21,20.57,83.38,7.27,100.37
2010,4,20,5.23,6.95,424.65,27.93,25.62,26.77,20.63,87.44,8.37,100.41
2010,4,21,5.01,6.77,425.1,27.87,24.38,26.12,19.1,82,1.25,100.43
2010,4,22,5.8,6.61,425.77,27.98,25.26,26.62,20.14,85.56,6.54,100.47
2010,4,23,3.2,6.89,426.39,28.01,24.67,26.34,19.47,82.94,5.68,100.53
2010,4,24,5.49,6.85,421.53,27.43,25.06,26.24,19.9,87.19,8.26,100.56
2010,4,25,5.67,7.02,419.07,27.24,24.23,25.74,18.92,83.94,3.72,100.46
2010,4,26,5.06,7.03,423.45,27.79,25.14,26.47,20.02,85.81,8.45,100.35
2010,4,27,3.51,6.79,428.63,27.87,25.08,26.48,19.96,85.25,8.87,100.46
2010,4,28,5.44,6.97,420.92,27.67,25.19,26.43,20.08,86.56,13.74,100.46
2010,4,29,4.37,7.01,423.3,27.15,24.99,26.07,19.84,88.06,8.83,100.48
2010,4,30,4.24,6.94,423.3,27.16,24.57,25.87,19.35,86,11.66,100.47
2010,5,1,5.35,6.68,418.06,26.88,24.55,25.72,19.29,87.25,10.19,100.5
2010,5,2,3.74,6.68,422.09,26.56,24.85,25.71,19.65,90.38,14.6,100.55
2010,5,3,3.57,6.84,417.59,26.66,24.42,25.54,19.17,87.62,4.8,100.54
2010,5,4,5.38,6.72,420.5,26.73,24.33,25.54,19.04,86.81,3.7,100.42
2010,5,5,5.74,6.52,416.99,26.76,24.74,25.76,19.53,88.75,8.09,100.36
2010,5,6,5.55,6.75,418.37,27.01,24.57,25.79,19.35,86.69,2.42,100.43
2010,5,7,4.33,6.82,421.21,26.89,24.48,25.69,19.23,86.88,2.89,100.45
2010,5,8,5.13,6.76,416.66,27.03,24.57,25.8,19.35,86.56,2.81,100.44
2010,5,9,5.52,6.8,419.53,27.15,24.92,26.04,19.78,87.75,1.92,100.44
2010,5,10,5.07,6.84,423.36,27.62,25.4,26.51,20.32,87.88,3.1,100.41
2010,5,11,5.59,6.79,417.23,27.8,25.12,26.46,19.96,85.62,3.73,100.4
2010,5,12,5.72,6.71,420.49,27.57,25.34,26.45,20.26,87.81,5.28,100.42
2010,5,13,4.72,6.63,419.97,27.21,25.75,26.48,20.75,91.69,4.8,100.51
2010,5,14,4.72,6.54,417.07,27.3,24.92,26.11,19.71,87.06,2.9,100.56
2010,5,15,5.62,6.35,418.27,27.38,24.38,25.88,19.1,83.94,3.25,100.53
2010,5,16,5.54,6.55,422.11,27.51,24.87,26.19,19.65,85.81,9.48,100.48
2010,5,17,5.03,6.64,423.82,27.19,25.22,26.2,20.08,89.12,8.53,100.48
2010,5,18,4.98,6.61,420.16,26.9,24.85,25.88,19.65,88.56,5.11,100.41
2010,5,19,5.76,6.79,416.78,27.09,24.23,25.66,18.98,84.56,4.9,100.33
2010,5,20,4.71,6.81,426.06,27.32,24.4,25.86,19.17,84.44,9.55,100.36
2010,5,21,2.88,6.72,424.97,26.94,24.58,25.76,19.35,87.12,8.08,100.48
2010,5,22,5.39,6.68,421.01,26.62,24.27,25.45,18.98,87.12,5.34,100.49
2010,5,23,4.67,6.13,424.07,27.12,24.24,25.68,18.98,84.56,2.07,100.41
2010,5,24,4.9,6.19,424.05,27.17,24.39,25.78,19.1,84.94,1.73,100.4
2010,5,25,4.93,6.27,422.5,27.27,24.73,26,19.53,86.19,4.07,100.39
2010,5,26,4.82,6.25,419.45,26.88,25.13,26.01,20.02,90.12,8.44,100.42
2010,5,27,5.43,6.19,418.73,26.81,25.04,25.92,19.9,90,4.78,100.44
2010,5,28,4.46,6.19,422.69,26.59,24.69,25.64,19.47,89.38,16.99,100.51
2010,5,29,2.68,6.44,426.95,26.55,24.91,25.73,19.71,90.81,13.26,100.54
2010,5,30,3.87,6.58,424.05,26.05,24.66,25.36,19.41,92,14,100.58
2010,5,31,3.31,6.35,421.78,25.83,24.49,25.16,19.23,92.31,5.62,100.67
2010,6,1,4.88,5.99,415.92,25.71,23.76,24.73,18.37,89.06,5.79,100.73
2010,6,2,4.1,6.46,420.95,26.01,24.22,25.11,18.86,89.94,8.78,100.74
2010,6,3,4.28,6.63,412.86,25.57,23.87,24.73,18.49,90.44,8.59,100.79
2010,6,4,3.37,6.33,416.95,25.39,23.72,24.55,18.31,90.5,14.24,100.85
2010,6,5,5.05,6.47,416.77,25.8,23.55,24.68,18.13,87.56,2.87,100.85
2010,6,6,5.85,6.36,409.57,26.35,23.95,25.15,18.55,86.81,5.02,100.77
2010,6,7,2.52,6.49,418.77,26.4,24.37,25.39,19.04,88.75,5.35,100.71
2010,6,8,4.71,6.61,418.11,26.43,24.59,25.51,19.35,89.81,17.95,100.67
2010,6,9,3.63,6.51,420.95,26.08,24.13,25.11,18.8,89.12,16.13,100.71
2010,6,10,4.16,6.54,421.99,26,23.5,24.75,18.07,86.31,8.06,100.77
2010,6,11,4.08,6.56,417.1,25.9,23.72,24.81,18.31,87.81,3.17,100.78
2010,6,12,5.17,6.39,412.36,26.38,23.92,25.15,18.55,86.56,5.22,100.69
2010,6,13,3.49,6.24,425.07,26.05,24.54,25.3,19.29,91.38,24.47,100.6
2010,6,14,3.01,6.3,427.77,26.09,24.24,25.17,18.92,89.62,13.51,100.66
2010,6,15,4.19,6.35,423.61,25.93,23.75,24.83,18.31,87.94,9.65,100.78
2010,6,16,2.67,6.33,421.07,25.58,23.78,24.69,18.37,89.81,15.34,100.79
2010,6,17,5.07,6.45,416.12,25.94,23.66,24.8,18.25,87.5,7.31,100.67
2010,6,18,5,6.41,420.18,26.18,24.12,25.15,18.8,88.69,7.74,100.56
2010,6,19,3.4,6.48,421.91,26.3,24.32,25.31,19.04,89.06,12.42,100.47
2010,6,20,3.15,6.29,423.93,26.04,24.06,25.05,18.74,88.94,12.39,100.49
2010,6,21,3.72,6.1,424.23,26.07,23.76,24.92,18.37,87.31,3.45,100.54
2010,6,22,4.6,6.05,420.41,26.09,24.17,25.13,18.86,89.25,8.01,100.52
2010,6,23,1.88,6.29,422.39,25.76,24.3,25.03,18.98,91.62,10.96,100.52
2010,6,24,1.83,5.69,421.41,25.15,23.9,24.52,18.49,92.75,28.74,100.69
2010,6,25,2.51,5.83,421.28,25.13,23.21,24.17,17.76,89.25,6.57,100.66
2010,6,26,3.96,6.2,420.21,25.36,23.07,24.22,17.64,87.31,7.89,100.64
2010,6,27,4.7,6.38,414.76,25.37,23.13,24.25,17.7,87.56,4,100.65
2010,6,28,4.34,6.56,412.3,25.24,22.65,23.94,17.15,85.75,0.53,100.68
2010,6,29,4.59,6.41,415.81,25.37,22.76,24.06,17.27,85.75,1.64,100.64
2010,6,30,4.83,6.17,417.8,25.59,23.58,24.58,18.19,88.81,3.03,100.64
2010,7,1,2.72,6.21,418.56,25.28,23.75,24.51,18.37,91.19,4.41,100.63
2010,7,2,4.13,6.3,415.38,25.5,22.9,24.2,17.46,85.94,2.91,100.67
2010,7,3,4.42,6.36,417.13,24.9,23.02,23.97,17.58,89.38,1.11,100.66
2010,7,4,4.41,6.51,413.56,25.43,23.03,24.23,17.58,86.94,0.67,100.66
2010,7,5,3.91,6.41,414.64,25.28,23.33,24.3,17.88,89.12,8.51,100.66
2010,7,6,3.43,6.35,419.32,25.02,23.24,24.13,17.82,89.94,9.38,100.58
2010,7,7,4.49,6.34,415.71,25.23,23.13,24.18,17.7,88.38,6.56,100.6
2010,7,8,4.39,6.27,415.34,25.64,23.37,24.51,17.94,87.69,10.44,100.64
2010,7,9,3.32,6.31,422.15,25.38,23.58,24.48,18.19,89.94,17.61,100.58
2010,7,10,2.34,6.47,418.19,24.62,22.63,23.62,17.15,88.75,8.23,100.57
2010,7,11,4.38,6.44,409.92,24.34,22.04,23.19,16.54,87.12,1.82,100.69
2010,7,12,5.14,6.43,413.77,24.49,22.24,23.37,16.72,87.5,1.59,100.69
2010,7,13,4.58,6.25,413.7,24.97,23.04,24,17.58,89.38,8.3,100.62
2010,7,14,3.51,6.27,419.7,25.12,23.35,24.23,17.94,90.12,15.12,100.63
2010,7,15,3.31,6.12,420.82,24.85,23.31,24.08,17.88,91.25,15.42,100.61
2010,7,16,2.91,6.31,418.24,24.49,22.82,23.65,17.33,90.44,11.33,100.6
2010,7,17,3.94,6.55,410.74,24.43,22.46,23.44,16.97,89,5.31,100.7
2010,7,18,6.05,6.59,400.23,24.77,22.25,23.51,16.72,86.31,0.81,100.81
2010,7,19,5.9,6.62,395.78,24.73,22.15,23.44,16.6,85.88,0.21,100.83
2010,7,20,4.68,6.51,403.31,24.75,22.38,23.57,16.85,86.94,0.14,100.81
2010,7,21,5.36,6.52,394.3,24.03,21.04,22.54,15.5,83.62,0.06,100.96
2010,7,22,5.89,6.52,385.74,24.03,20.94,22.48,15.44,83.25,0.02,100.91
2010,7,23,5.1,6.42,391.65,23.89,21.09,22.49,15.56,84.69,0.07,100.88
2010,7,24,5.94,6.55,385.23,23.43,20.74,22.08,15.2,85.19,0.14,100.9
2010,7,25,6.23,6.6,381.7,23.59,20.74,22.17,15.2,84.44,0.3,100.82
2010,7,26,4.59,6.75,404.9,24.26,22,23.13,16.48,87.5,0.4,100.65
2010,7,27,3.97,6.76,413.7,24.51,22.44,23.48,16.97,88.5,0.82,100.66
2010,7,28,4.89,6.73,408.11,24.51,22.2,23.35,16.66,87.31,0.89,100.84
2010,7,29,5.12,6.75,401.29,24.08,21.09,22.59,15.56,83.94,0.25,100.78
2010,7,30,4.22,6.54,403.41,23.81,21.13,22.47,15.62,85.44,0.25,100.6
2010,7,31,3.63,6.6,407.91,23.99,21.31,22.65,15.81,85.38,0.55,100.53
2010,8,1,4.55,6.78,400.99,24.07,21.38,22.73,15.87,85.5,0.17,100.59
2010,8,2,5.96,6.79,392.82,24.24,21.52,22.88,15.99,85.31,0.16,100.64
2010,8,3,3.77,6.54,412.91,24.55,21.92,23.23,16.42,85.62,0.66,100.64
2010,8,4,4.04,6.69,406.8,24.52,21.89,23.2,16.36,85.62,0.12,100.63
2010,8,5,5.47,6.71,396.47,24.69,21.96,23.33,16.48,85.44,0.03,100.6
2010,8,6,5.87,6.72,399.35,24.94,22.42,23.69,16.91,86.62,0.02,100.64
2010,8,7,4.26,6.68,412.35,25.03,22.8,23.92,17.33,87.88,0.12,100.73
2010,8,8,3.72,6.55,414.69,24.9,22.52,23.72,17.03,86.94,0.39,100.78
2010,8,9,3.91,6.49,415.73,24.97,22.58,23.77,17.09,87.06,1.04,100.77
2010,8,10,3.97,6.59,416.84,25.01,23.06,24.03,17.58,89.25,1.79,100.72
2010,8,11,3.01,6.57,422.22,24.97,23.2,24.08,17.76,90.19,3.02,100.68
2010,8,12,2.92,6.59,421.83,24.62,22.74,23.68,17.21,89.5,2.97,100.73
2010,8,13,3.82,6.61,421.78,24.62,22.55,23.58,17.03,88.56,1.49,100.73
2010,8,14,3.36,6.58,419.68,24.18,22.69,23.44,17.21,91.56,3.94,100.68
2010,8,15,3.7,6.59,413.91,25.08,22.96,24.02,17.52,88.56,2.54,100.64
2010,8,16,4.86,6.67,422.33,25.18,23.31,24.25,17.88,89.75,2.97,100.69
2010,8,17,1.36,6.54,419.12,24.51,23.31,23.9,17.88,93.06,12.94,100.7
2010,8,18,3.61,6.61,416.48,24.19,22.85,23.51,17.4,92.31,6.86,100.64
2010,8,19,5.69,6.64,405.1,25.01,22.83,23.93,17.33,88.31,1.44,100.61
2010,8,20,4.87,6.68,412.47,25.08,23.01,24.05,17.52,88.75,2.42,100.74
2010,8,21,2.79,6.55,416.73,24.37,23.15,23.76,17.7,92.88,9.35,100.74
2010,8,22,3.03,6.61,421.57,24.55,22.57,23.56,17.03,89,4.57,100.77
2010,8,23,5.88,6.64,405.33,24.65,22.24,23.44,16.72,86.94,0.93,100.71
2010,8,24,4.21,6.66,408.59,24.66,22.28,23.47,16.78,87,0.63,100.71
2010,8,25,3.91,6.65,416.45,24.31,22.19,23.25,16.66,88.19,0.66,100.77
2010,8,26,4.82,6.52,411.14,24.81,22.58,23.69,17.09,87.88,0.38,100.7
2010,8,27,4.24,6.54,412.91,25.08,22.93,24,17.46,88.31,0.55,100.52
2010,8,28,4.08,6.68,416.82,25.24,22.83,24.04,17.4,86.94,0.76,100.5
2010,8,29,3.34,6.69,422.35,24.75,22.76,23.76,17.33,89,3.49,100.52
2010,8,30,3.61,6.73,422.27,24.72,22.51,23.62,17.03,87.94,2.33,100.59
2010,8,31,3.53,6.67,421.69,24.12,22.49,23.31,17.03,90.69,3.07,100.53
2010,9,1,3.43,6.78,416.45,24.76,22.5,23.62,17.03,87.69,2.38,100.54
2010,9,2,4.26,6.78,412.37,24.87,22.48,23.68,16.97,87.06,1.67,100.65
2010,9,3,4.41,6.95,413.6,24.93,22.45,23.69,16.97,86.69,2.38,100.65
2010,9,4,3.28,6.93,416.12,23.88,22.54,23.21,17.03,92.12,10.49,100.56
2010,9,5,4.43,6.91,415.52,24.65,22.46,23.55,16.97,88,2.51,100.69
2010,9,6,3.76,6.74,416.88,24.14,22.3,23.22,16.78,89.75,2.61,100.75
2010,9,7,4.41,7.01,410.88,24.33,21.87,23.09,16.36,86.62,1.07,100.76
2010,9,8,4.36,6.85,413.18,24.62,22.28,23.45,16.78,87.25,3.12,100.7
2010,9,9,3.24,6.81,421.28,24.8,22.61,23.7,17.09,88.06,3.99,100.73
2010,9,10,4.44,6.92,413.05,24.93,22.85,23.89,17.4,88.69,3.81,100.65
2010,9,11,3.94,6.8,414.16,24.8,23.01,23.9,17.58,90.12,4.64,100.55
2010,9,12,4.23,6.96,415.73,24.62,22.98,23.8,17.52,90.75,6.28,100.58
2010,9,13,4.41,7.12,416.79,24.8,22.64,23.72,17.15,88.12,4.79,100.58
2010,9,14,4.47,7.14,415.38,24.92,22.96,23.94,17.52,89.19,3.78,100.54
2010,9,15,5.29,7.13,410.1,24.48,22.91,23.69,17.46,91.19,4.05,100.58
2010,9,16,5,7.12,409.04,25.38,22.8,24.09,17.33,86.31,2.34,100.52
2010,9,17,5.1,7.1,410.7,25.52,23.32,24.42,17.88,88,2.99,100.52
2010,9,18,4.39,7.07,417.91,25.34,23.18,24.26,17.76,88.12,2.98,100.55
2010,9,19,4.97,7.09,416.35,25.48,22.81,24.15,17.33,85.69,2.64,100.59
2010,9,20,3.92,6.85,416.65,25.65,23.08,24.37,17.64,86.19,4.13,100.52
2010,9,21,4.6,7.16,414.04,25.69,23.19,24.44,17.76,86.62,3.82,100.41
2010,9,22,5.33,7.11,413.76,25.9,23.15,24.53,17.76,85.44,1.59,100.46
2010,9,23,3.93,6.87,417.68,25.44,23.51,24.48,18.13,89.25,11.96,100.53
2010,9,24,1.51,6.86,415.73,24.95,23.13,24.05,17.7,89.88,9.64,100.56
2010,9,25,5.49,6.93,412.44,25.01,22.87,23.94,17.4,88.19,4.46,100.52
2010,9,26,4.69,7.12,417.17,25.42,23.01,24.22,17.58,87,4.81,100.49
2010,9,27,4.9,6.98,417.54,26.02,23.33,24.68,17.94,85.75,4.53,100.41
2010,9,28,4.56,7.05,416.13,25.04,23.01,24.02,17.58,88.69,2.04,100.39
2010,9,29,5.61,7.09,416.22,25.94,23.22,24.58,17.82,85.44,1.53,100.4
2010,9,30,3.58,6.89,417.98,26.39,23.71,25.05,18.37,85.75,1.92,100.42
2010,10,1,3.69,6.91,417.27,25.84,23.62,24.73,18.25,87.88,2.12,100.35
2010,10,2,5.11,6.99,412.15,26.25,23.59,24.92,18.25,86.06,0.83,100.32
2010,10,3,4.86,6.82,417.24,26.14,24.03,25.08,18.74,88.5,8.18,100.4
2010,10,4,4.75,6.83,416.3,25.24,24.11,24.67,18.8,93.38,9.25,100.43
2010,10,5,4.65,7.01,413.95,25.46,23.74,24.6,18.37,90.38,5.04,100.53
2010,10,6,4.93,7.02,412.91,25.97,23.19,24.58,17.76,85.25,3.97,100.59
2010,10,7,3.3,6.85,419.8,25.48,23.35,24.41,17.88,88.19,4.95,100.72
2010,10,8,4.91,6.83,411.72,25.94,23.47,24.7,18.07,86.62,2.17,100.68
2010,10,9,4.12,6.87,421.41,26.08,23.69,24.89,18.31,87.06,3.94,100.64
2010,10,10,4.04,6.79,418.95,25.66,23.98,24.83,18.62,90.62,5.62,100.51
2010,10,11,5.35,6.63,411.91,25.44,23.83,24.64,18.49,90.94,5.82,100.49
2010,10,12,5.13,6.74,409.03,25.35,22.92,24.14,17.46,86.88,5.7,100.56
2010,10,13,5.48,6.78,408.8,25.73,23.44,24.58,18.07,87.62,6.96,100.56
2010,10,14,4.77,6.78,417.63,25.23,24.06,24.65,18.74,93.25,14.72,100.63
2010,10,15,3.33,6.79,417.85,25.3,23.52,24.41,18.13,90.12,18.99,100.53
2010,10,16,4.64,6.59,414.73,26.04,23.65,24.84,18.31,87.19,5.85,100.42
2010,10,17,5.46,6.65,412.05,26.26,23.93,25.09,18.62,87.5,3.76,100.4
2010,10,18,4.75,6.71,416.14,26.12,23.92,25.02,18.62,88,5.38,100.42
2010,10,19,4.39,6.85,415.19,25.67,23.92,24.8,18.55,90.19,11.23,100.49
2010,10,20,3.26,6.67,413.27,25.48,23.99,24.74,18.62,91.5,13.61,100.55
2010,10,21,5.7,6.66,408.47,26.12,23.05,24.59,17.64,83.94,6.86,100.52
